Date,Home,Visitor,GameID,WinDiff,HomeAdv,WPctDiff,RunDiff,RADiff,RPGDiff,H2H,AVG,SLG,OBP,ISO,OPS,DER,PythagDiff,ERA,WHIP,BB9,K9,HR9,FIP,HWin
20220419,WAS,ARI,20220419WASARI1,1,0,0.031,23,19,1.67,0,0.047,0.005,-0.013,-0.042,0.052,-0.029,0.13499999999999998,1.75,-0.98,-1.75,5.5,-0.12,-1.65,True
20220419,WAS,ARI,20220419WASARI2,1,0,0.031,23,19,1.67,0,0.052,0.043,0.015,-0.009,0.095,-0.037,0.13499999999999998,10.0,0.74,7.0,8.0,3.0,8.32,True
20220420,WAS,ARI,20220420WASARI,3,2,0.189,25,17,1.63,2,0.052,0.014,0.031,-0.038,0.066,-0.037,0.169,3.6,-0.75,-0.26,-2.64,0.9,1.8,False
20220421,WAS,ARI,20220421WASARI,2,1,0.096,16,26,0.76,1,0.055,0.059,0.007,0.004,0.114,-0.026,-0.020999999999999963,-2.07,-1.2,-0.14,0.79,-1.93,-3.01,False
20220422,WAS,SFN,20220422WASSFN,-2,-1,-0.215,-1,41,-0.6,0,0.014,-0.041,0.009,-0.055,-0.027,-0.015,-0.35400000000000004,7.5,0.32,2.63,-1.86,0.0,1.54,False
20220423,WAS,SFN,20220423WASSFN,-3,-2,-0.268,-7,47,-0.96,-1,-0.014,-0.065,-0.006,-0.051,-0.079,0.007,-0.419,-1.93,-1.29,-2.89,-10.61,-0.96,-3.42,False
20220424,WAS,SFN,20220424WASSFN,-4,-3,-0.314,-10,50,-1.09,-2,-0.02,-0.097,-0.034,-0.077,-0.117,0.016,-0.437,3.32,-0.54,3.24,2.03,1.76,3.37,False
20220426,WAS,MIA,20220426WASMIA,-1,0,-0.134,-2,41,-0.76,0,-0.012,-0.054,-0.02,-0.042,-0.066,0.062,-0.241,1.28,-0.65,1.14,4.32,0.79,0.62,False
20220427,WAS,MIA,20220427WASMIA,-2,-1,-0.184,-5,44,-0.89,-1,0.003,-0.039,0.007,-0.042,-0.036,0.032,-0.267,6.23,-0.2,1.82,0.62,1.35,2.42,False
20220428,WAS,MIA,20220428WASMIA,-3,-2,-0.229,-6,45,-0.88,-2,0.02,0.037,-0.008,0.017,0.057,0.029,-0.275,4.25,-0.95,1.84,2.17,0.66,1.3,False
20220510,WAS,NYN,20220510WASNYN,-11,-9,-0.367,-16,63,-0.53,-2,0.005,-0.013,-0.004,-0.018,-0.008,-0.005,-0.28800000000000003,3.86,-0.4,2.43,0.06,-0.27,0.42,False
20220511,WAS,NYN,20220511WASNYN,-12,-10,-0.387,-18,65,-0.58,-3,0.011,-0.009,-0.002,-0.02,0.002,-0.003,-0.29500000000000004,6.13,-0.39,-0.18,-3.79,0.78,2.12,True
20220512,WAS,NYN,20220512WASNYN,-11,-9,-0.344,-13,60,-0.41,-2,0.002,-0.011,-0.003,-0.013,-0.009,0.006,-0.251,2.08,-0.81,2.45,2.85,-0.37,-0.03,False
20220513,WAS,HOU,20220513WASHOU,-10,-8,-0.323,0,68,-0.12,0,0.027,-0.035,0.009,-0.062,-0.008,-0.053,-0.238,0.11,-0.86,0.42,2.53,1.16,1.07,False
20220514,WAS,HOU,20220514WASHOU,-11,-9,-0.343,-5,73,-0.27,-1,0.047,0.006,0.03,-0.041,0.053,-0.06,-0.265,3.07,-0.3,2.01,-2.58,0.48,1.53,True
20220515,WAS,HOU,20220515WASHOU,-10,-8,-0.304,2,66,-0.07,0,0.036,-0.014,0.026,-0.05,0.022,-0.066,-0.20400000000000001,4.51,-0.06,3.35,0.57,-0.61,0.22,False
20220523,WAS,LAN,20220523WASLAN,-13,-7,-0.342,-59,88,-1.67,0,0.008,-0.041,-0.017,-0.049,-0.033,0.006,-0.36,2.34,-0.54,4.38,-0.97,-0.28,1.5,False
20220524,WAS,LAN,20220524WASLAN,-14,-8,-0.357,-68,97,-1.84,-1,0.012,-0.03,-0.012,-0.042,-0.018,-0.006,-0.389,1.47,-0.8,1.43,2.03,1.29,1.97,False
20220525,WAS,LAN,20220525WASLAN,-15,-9,-0.372,-73,102,-1.91,-2,-0.001,-0.038,-0.018,-0.037,-0.039,0.0,-0.398,1.45,-0.56,3.0,1.37,-0.41,0.04,True
20220526,WAS,COL,20220526WASCOL,-7,-1,-0.179,-43,17,-1.18,-1,-0.006,-0.039,0.001,-0.033,-0.045,0.016,-0.134,0.45,-1.03,1.67,0.06,-0.4,0.1,True
20220528,WAS,COL,20220528WASCOL1,-6,0,-0.152,-39,13,-1.06,0,-0.024,-0.061,-0.015,-0.037,-0.085,0.028,-0.11399999999999999,3.05,-0.63,0.06,-2.42,0.46,1.32,False
20220528,WAS,COL,20220528WASCOL2,-6,0,-0.152,-39,13,-1.06,0,-0.005,-0.045,0.003,-0.04,-0.05,0.004,-0.11399999999999999,3.3,-0.7,2.21,0.92,0.23,1.22,False
20220529,WAS,COL,20220529WASCOL,-8,-2,-0.189,-41,15,-1.05,-2,-0.019,-0.047,-0.004,-0.028,-0.066,0.02,-0.12,0.84,-1.06,1.21,2.25,1.56,2.1,True
20220610,WAS,MIL,20220610WASMIL,-13,-10,-0.22,-27,86,-0.45,-1,0.02,-0.034,0.021,-0.054,-0.014,-0.012,-0.188,1.75,-0.76,0.05,-4.25,0.27,1.28,True
20220611,WAS,MIL,20220611WASMIL,-12,-9,-0.2,-21,80,-0.35,0,0.031,0.004,0.03,-0.027,0.035,-0.025,-0.16200000000000003,4.33,-0.52,0.88,-2.41,-0.23,0.54,True
20220612,WAS,MIL,20220612WASMIL,-11,-8,-0.18,-19,78,-0.32,1,0.031,-0.006,0.036,-0.037,0.025,-0.022,-0.15200000000000002,-0.23,-1.24,-2.4,3.75,0.67,-0.65,False
20220613,WAS,ATL,20220613WASATL,-12,-4,-0.202,-36,87,-0.65,1,0.013,-0.033,0.018,-0.046,-0.02,0.007,-0.19500000000000006,-1.24,-0.92,-2.83,-1.34,-0.12,-0.44,False
20220614,WAS,ATL,20220614WASATL,-13,-5,-0.216,-40,91,-0.71,0,0.009,-0.063,-0.002,-0.072,-0.054,0.004,-0.20300000000000007,-2.64,-1.04,-1.44,-8.28,-0.72,-2.86,False
20220615,WAS,ATL,20220615WASATL,-14,-6,-0.227,-46,97,-0.79,-1,0.008,-0.083,-0.009,-0.091,-0.075,0.008,-0.21600000000000003,2.52,-0.61,-0.06,-6.0,0.87,2.56,False
20220616,WAS,PHI,20220616WASPHI,-9,-3,-0.154,-50,86,-0.91,0,0.007,-0.042,0.007,-0.049,-0.035,0.009,-0.199,3.81,-0.51,1.4,-3.2,0.94,2.43,False
20220617,WAS,PHI,20220617WASPHI1,-10,-4,-0.167,-59,95,-1.05,-1,0.001,-0.069,0.002,-0.07,-0.068,0.005,-0.22200000000000003,2.55,-0.91,1.72,-0.32,0.38,1.47,False
20220617,WAS,PHI,20220617WASPHI2,-10,-4,-0.167,-59,95,-1.05,-1,0.019,-0.01,0.022,-0.029,0.009,-0.001,-0.22200000000000003,-2.12,-1.13,-1.81,1.13,-1.21,-2.8,False
20220618,WAS,PHI,20220618WASPHI,-12,-6,-0.191,-61,97,-1.04,-3,0.025,-0.003,0.025,-0.028,0.022,-0.009,-0.21800000000000003,0.91,-0.45,3.09,-0.07,0.92,2.34,False
20220619,WAS,PHI,20220619WASPHI,-13,-7,-0.203,-62,98,-1.05,-4,0.022,-0.005,0.02,-0.027,0.017,-0.008,-0.21900000000000003,11.77,-0.32,0.33,-3.02,5.72,8.94,True
20220627,WAS,PIT,20220627WASPIT,-5,-3,-0.084,16,48,0.06,-2,0.026,-0.014,0.026,-0.04,0.012,-0.009,-0.028000000000000025,-6.87,-1.64,-1.04,3.73,0.05,-1.69,True
20220628,WAS,PIT,20220628WASPIT,-4,-2,-0.07,17,47,0.08,-1,0.01,-0.017,0.024,-0.027,-0.007,0.005,-0.026000000000000023,3.0,-0.71,0.46,-0.14,0.69,1.26,True
20220629,WAS,PIT,20220629WASPIT,-3,-1,-0.055,19,45,0.1,0,0.03,-0.014,0.036,-0.044,0.016,-0.019,-0.02100000000000002,-2.56,-1.05,-1.69,-0.86,0.07,-0.45,False
20220701,WAS,MIA,20220701WASMIA,-5,-1,-0.087,-18,92,-0.46,-7,0.007,0.008,0.021,0.001,0.015,0.013,-0.134,-2.04,-1.23,-0.49,1.51,0.36,0.17,False
20220702,WAS,MIA,20220702WASMIA,-6,-2,-0.099,-21,95,-0.49,-8,0.002,-0.006,0.018,-0.008,-0.004,0.015,-0.14100000000000001,1.67,-0.91,-0.35,-0.9,0.73,1.0,False
20220703,WAS,MIA,20220703WASMIA,-7,-3,-0.111,-23,97,-0.51,-9,0.016,0.014,0.037,-0.002,0.03,-0.001,-0.14500000000000002,1.42,-0.6,1.69,-1.82,-0.05,0.82,False
20220704,WAS,MIA,20220704WASMIA,-8,-4,-0.122,-26,100,-0.54,-10,0.03,0.022,0.027,-0.008,0.052,-0.036,-0.15000000000000002,0.82,-1.13,0.89,-0.61,0.73,1.33,False
20220713,WAS,SEA,20220713WASSEA1,-16,-8,-0.187,-23,150,-0.31,0,0.02,0.013,0.004,-0.007,0.033,-0.023,-0.195,0.14,-0.99,0.52,3.64,0.76,0.61,False
20220713,WAS,SEA,20220713WASSEA2,-16,-8,-0.187,-23,150,-0.31,0,0.013,0.014,0.007,0.001,0.027,-0.005,-0.195,4.22,-0.38,2.36,-5.51,0.52,2.75,False
20220714,WAS,ATL,20220714WASATL,-24,-9,-0.267,-89,131,-0.99,-5,-0.004,-0.064,0.004,-0.06,-0.068,0.012,-0.24599999999999994,-2.98,-1.16,-2.89,-9.03,-0.7,-3.28,False
20220715,WAS,ATL,20220715WASATL,-25,-10,-0.274,-90,132,-0.99,-6,-0.001,-0.077,0.001,-0.076,-0.078,0.016,-0.24499999999999994,0.72,-0.95,-1.22,0.21,0.39,0.17,False
20220716,WAS,ATL,20220716WASATL,-26,-11,-0.283,-94,136,-1.03,-7,-0.001,-0.074,0.017,-0.073,-0.075,0.011,-0.24999999999999994,0.86,-0.66,0.29,-1.4,0.89,1.61,False
20220717,WAS,ATL,20220717WASATL,-27,-12,-0.29,-97,139,-1.04,-8,0.002,-0.074,0.004,-0.076,-0.072,0.014,-0.25399999999999995,2.01,-0.54,-1.62,-7.33,1.58,3.56,True
20220729,WAS,SLN,20220729WASSLN,-21,-11,-0.215,-100,145,-1.05,0,-0.006,-0.054,0.0,-0.048,-0.06,0.002,-0.24599999999999994,3.43,-0.52,1.8,1.21,1.69,2.66,False
20220730,WAS,SLN,20220730WASSLN,-22,-12,-0.223,-104,149,-1.08,-1,-0.004,-0.047,-0.005,-0.043,-0.051,0.004,-0.25199999999999995,-0.62,-0.96,-2.17,2.04,0.95,0.02,True
20220731,WAS,SLN,20220731WASSLN,-21,-11,-0.212,-103,148,-1.05,0,-0.012,-0.062,-0.009,-0.05,-0.074,0.005,-0.24599999999999994,0.92,-1.04,0.64,4.19,1.16,1.08,False
20220801,WAS,NYN,20220801WASNYN,-29,-18,-0.294,-97,172,-1.03,-6,-0.008,-0.039,-0.006,-0.031,-0.047,0.015,-0.26599999999999996,4.4,-0.31,1.51,-3.04,0.77,2.12,False
20220802,WAS,NYN,20220802WASNYN,-30,-19,-0.3,-101,176,-1.07,-7,-0.025,-0.092,-0.046,-0.067,-0.117,0.02,-0.27099999999999996,2.25,0.25,2.25,13.5,2.25,4.1,True
20220803,WAS,NYN,20220803WASNYN,-29,-18,-0.288,-97,172,-1.01,-6,-0.02,-0.067,-0.044,-0.047,-0.087,0.016,-0.26099999999999995,3.64,-0.66,0.95,-1.69,1.7,2.96,False
20220812,WAS,SDN,20220812WASSDN,-25,-13,-0.216,-81,154,-0.68,0,-0.008,-0.06,-0.037,-0.052,-0.068,-0.011,-0.20400000000000001,2.08,-0.62,3.33,-0.77,2.3,4.9,False
20220813,WAS,SDN,20220813WASSDN,-26,-14,-0.223,-86,159,-0.71,-1,-0.017,-0.081,-0.046,-0.064,-0.098,-0.001,-0.20900000000000002,4.28,-0.48,2.22,-2.36,1.94,3.99,True
20220814,WAS,SDN,20220814WASSDN,-25,-13,-0.212,-85,158,-0.7,0,-0.026,-0.099,-0.053,-0.073,-0.125,0.005,-0.20600000000000002,0.08,-0.91,-2.91,-4.87,1.16,1.82,False
20220815,WAS,CHN,20220815WASCHN,-9,-6,-0.088,-43,94,-0.47,-1,-0.01,-0.052,-0.017,-0.042,-0.062,0.029,-0.10799999999999998,0.61,-0.73,1.42,1.78,0.96,1.62,True
20220816,WAS,CHN,20220816WASCHN,-8,-5,-0.079,-42,93,-0.46,0,-0.015,-0.074,-0.017,-0.059,-0.089,0.022,-0.10599999999999998,3.36,-0.8,-0.56,-1.09,1.09,1.67,False
20220817,WAS,CHN,20220817WASCHN,-9,-6,-0.087,-44,95,-0.48,-1,-0.015,-0.056,-0.01,-0.041,-0.071,0.029,-0.10899999999999999,2.25,-0.77,3.78,0.87,1.3,3.17,False
20220826,WAS,CIN,20220826WASCIN,-7,-4,-0.062,-69,29,-0.62,2,-0.001,-0.005,0.001,-0.004,-0.006,0.01,-0.07900000000000001,-6.44,-1.61,-3.59,-7.31,-2.23,-6.14,False
20220827,WAS,CIN,20220827WASCIN,-8,-5,-0.07,-73,33,-0.65,1,-0.005,-0.012,-0.005,-0.007,-0.017,0.011,-0.08399999999999996,-1.36,-1.02,-1.4,-0.2,-0.13,-0.62,False
20220828,WAS,CIN,20220828WASCIN,-9,-6,-0.077,-77,37,-0.67,0,-0.013,-0.019,-0.002,-0.006,-0.032,0.02,-0.08999999999999997,2.44,-0.92,-0.95,-3.58,0.65,0.99,True
20220830,WAS,OAK,20220830WASOAK,-7,-8,-0.052,22,107,0.2,0,0.021,0.02,0.008,-0.001,0.041,-0.042,-0.05099999999999999,1.72,-0.53,2.78,0.8,0.22,1.01,False
20220831,WAS,OAK,20220831WASOAK,-8,-9,-0.059,18,111,0.16,-1,0.02,0.04,0.018,0.02,0.06,-0.021,-0.055999999999999994,0.84,-0.95,-0.32,0.05,1.21,1.64,True
20220901,WAS,OAK,20220901WASOAK,-7,-8,-0.051,22,107,0.2,0,0.021,0.016,0.014,-0.005,0.037,-0.043,-0.04999999999999999,4.35,0.44,1.88,6.82,1.68,4.7,True
20220913,WAS,BAL,20220913WASBAL,-27,-12,-0.196,-55,169,-0.42,0,0.007,-0.021,0.004,-0.028,-0.014,-0.022,-0.15800000000000003,0.99,-0.83,1.66,1.41,1.58,2.59,False
20220914,WAS,BAL,20220914WASBAL,-28,-13,-0.201,-56,170,-0.43,-1,0.011,-0.028,0.005,-0.039,-0.017,-0.022,-0.15900000000000003,2.38,-0.56,0.59,1.2,0.42,0.57,False
20220916,WAS,MIA,20220916WASMIA,-11,-8,-0.074,16,121,0.14,-11,0.02,0.038,0.009,0.018,0.058,-0.027,-0.062,1.25,-0.64,0.53,-0.2,1.63,2.64,True
20220917,WAS,MIA,20220917WASMIA,-10,-7,-0.067,17,120,0.14,-10,0.023,0.043,0.013,0.02,0.066,-0.022,-0.06,-0.11,-0.96,0.68,-2.13,0.12,0.73,True
20220918,WAS,MIA,20220918WASMIA,-9,-6,-0.059,19,118,0.16,-9,0.018,0.027,0.009,0.009,0.045,-0.018,-0.056999999999999995,2.13,-0.58,2.27,-2.1,1.37,3.25,False
20220926,WAS,ATL,20220926WASATL,-43,-20,-0.279,-178,209,-1.14,-8,-0.013,-0.08,-0.023,-0.067,-0.093,0.009,-0.261,1.47,-0.86,-0.58,-0.72,1.41,1.99,False
20220927,WAS,ATL,20220927WASATL,-44,-21,-0.283,-186,217,-1.19,-9,-0.013,-0.083,-0.019,-0.07,-0.096,0.01,-0.27,-6.39,-1.39,-6.38,-2.14,0.41,-1.01,False
20220928,WAS,ATL,20220928WASATL,-45,-22,-0.288,-192,223,-1.22,-10,-0.013,-0.057,-0.026,-0.044,-0.07,0.012,-0.275,0.56,-0.88,1.18,2.31,1.13,1.59,True
20220930,WAS,PHI,20220930WASPHI,-30,-12,-0.193,-153,147,-0.99,-11,-0.008,-0.04,-0.019,-0.032,-0.048,0.005,-0.19600000000000006,1.13,-0.71,2.39,-1.18,-0.52,0.08,False
20221001,WAS,PHI,20221001WASPHI1,-31,-13,-0.198,-157,151,-1.01,-12,-0.009,-0.042,-0.018,-0.033,-0.051,0.004,-0.20100000000000007,-0.78,-0.91,1.64,-1.75,0.6,1.82,False
20221001,WAS,PHI,20221001WASPHI2,-31,-13,-0.198,-157,151,-1.01,-12,-0.003,-0.048,-0.015,-0.045,-0.051,-0.002,-0.20100000000000007,3.59,-0.71,7.62,3.22,2.87,5.89,False
20221002,WAS,PHI,20221002WASPHI,-33,-15,-0.209,-169,163,-1.07,-14,-0.008,-0.05,-0.017,-0.042,-0.058,-0.001,-0.21300000000000002,3.15,-0.51,0.72,-1.91,0.85,1.87,False
20210416,ANA,MIN,20210416ANAMIN,1,0,0.121,-2,10,0.23,0,0.281,0.479,0.373,0.198,0.76,0.653,-0.09100000000000008,21.0,0.78,6.0,12.0,3.0,6.77,True
20210419,ANA,TEX,20210419ANATEX,1,1,0.177,12,-3,1.77,0,0.293,0.492,0.374,0.199,0.785,0.645,0.10400000000000004,3.75,0.36,2.25,12.0,2.25,4.43,False
20210420,ANA,TEX,20210420ANATEX,0,0,0.1,10,-1,1.54,-1,0.049,0.082,0.083,0.033,0.131,0.09,0.07100000000000001,1.8,0.93,9.0,28.8,3.6,5.5,True
20210421,ANA,TEX,20210421ANATEX,1,1,0.156,14,-5,1.68,0,0.056,-0.018,0.024,-0.074,0.038,-0.001,0.11500000000000005,10.81,0.8,8.11,13.51,0.0,2.8,False
20210503,ANA,TBA,20210503ANATBA,-1,-1,0.017,6,10,0.71,0,0.284,0.523,0.381,0.239,0.807,0.63,-0.01100000000000001,5.4,0.56,7.56,14.05,0.0,2.5,False
20210504,ANA,TBA,20210504ANATBA,-2,-2,-0.019,2,14,0.54,-1,0.053,0.053,0.024,0.0,0.106,-0.046,-0.03799999999999998,4.5,0.5,1.5,10.5,1.5,3.93,False
20210505,ANA,TBA,20210505ANATBA,-3,-3,-0.052,-3,19,0.36,-2,-0.013,-0.046,-0.065,-0.033,-0.059,0.052,-0.069,1.0,0.93,12.0,26.0,4.0,8.1,False
20210506,ANA,TBA,20210506ANATBA,-4,-4,-0.083,-5,21,0.27,-3,0.064,0.06,0.021,-0.004,0.124,-0.152,-0.08100000000000002,9.72,0.48,5.4,10.8,1.08,4.06,False
20210507,ANA,LAN,20210507ANALAN,-4,-3,-0.098,-24,50,-0.47,0,0.292,0.512,0.394,0.22,0.804,0.567,-0.23299999999999998,7.73,0.29,0.0,7.73,3.86,6.96,True
20210508,ANA,LAN,20210508ANALAN,-3,-2,-0.063,-17,43,-0.23,1,0.036,0.045,0.015,0.009,0.081,-0.111,-0.183,5.29,0.43,2.65,11.65,2.12,4.45,False
20210509,ANA,LAN,20210509ANALAN,-4,-3,-0.091,-20,46,-0.31,0,-0.092,0.008,-0.096,0.1,-0.084,0.06,-0.185,7.5,0.58,6.0,16.5,0.75,2.52,True
20210517,ANA,CLE,20210517ANACLE,-4,-3,-0.117,20,77,0.41,0,0.301,0.524,0.408,0.223,0.825,0.538,-0.139,1.69,0.44,6.75,11.82,1.69,5.16,True
20210518,ANA,CLE,20210518ANACLE,-3,-2,-0.088,23,74,0.47,1,0.001,-0.094,0.092,-0.095,-0.093,-0.107,-0.12,5.4,0.38,3.6,12.0,0.6,2.5,False
20210519,ANA,CLE,20210519ANACLE,-4,-3,-0.111,22,75,0.43,0,-0.013,-0.089,0.014,-0.076,-0.102,0.015,-0.121,0.64,1.07,14.14,25.71,4.5,9.24,False
20210520,ANA,MIN,20210520ANAMIN1,4,3,0.088,3,18,-0.04,1,-0.045,0.104,-0.068,0.149,0.059,0.066,-0.02799999999999997,-2.05,-0.52,2.66,7.77,0.82,0.61,False
20210520,ANA,MIN,20210520ANAMIN2,4,3,0.088,3,18,-0.04,1,-0.127,0.046,-0.141,0.173,-0.081,0.123,-0.02799999999999997,3.38,0.46,3.38,6.75,1.12,4.35,False
20210521,ANA,OAK,20210521ANAOAK,-8,-3,-0.169,13,41,0.39,0,0.281,0.473,0.354,0.192,0.754,0.616,-0.04999999999999999,6.19,0.58,7.31,15.75,0.56,2.85,False
20210522,ANA,OAK,20210522ANAOAK,-9,-4,-0.187,9,45,0.29,-1,-0.071,-0.298,-0.093,-0.227,-0.369,0.027,-0.067,2.89,0.5,4.82,8.68,1.93,5.89,False
20210523,ANA,OAK,20210523ANAOAK,-10,-5,-0.205,5,49,0.2,-2,-0.144,-0.436,-0.177,-0.292,-0.58,0.096,-0.08200000000000002,7.08,0.46,2.66,11.07,1.77,4.08,True
20210525,ANA,TEX,20210525ANATEX,-3,1,-0.045,3,45,0.24,0,0.055,0.036,0.051,-0.019,0.091,-0.041,-0.07700000000000001,6.5,0.46,4.0,10.5,1.0,3.54,True
20210526,ANA,TEX,20210526ANATEX,-2,2,-0.023,9,39,0.36,1,0.04,0.045,-0.014,0.005,0.085,-0.056,-0.05099999999999999,6.3,0.6,6.3,6.3,1.8,6.4,True
20210603,ANA,SEA,20210603ANASEA,-3,2,-0.038,29,23,0.67,-1,0.283,0.511,0.363,0.228,0.794,0.618,0.019999999999999962,5.62,0.5,5.06,7.88,2.25,6.29,False
20210604,ANA,SEA,20210604ANASEA,-4,1,-0.054,25,27,0.59,-2,-0.075,-0.256,-0.084,-0.181,-0.331,0.052,0.004999999999999949,1.93,1.29,16.71,33.43,5.14,9.31,True
20210605,ANA,SEA,20210605ANASEA,-3,2,-0.036,26,26,0.59,-1,0.025,-0.004,0.064,-0.029,0.021,-0.055,0.008999999999999952,2.25,0.42,3.38,10.69,0.56,2.85,True
20210606,ANA,SEA,20210606ANASEA,-2,3,-0.019,33,19,0.7,0,0.02,0.037,0.065,0.017,0.057,-0.031,0.03199999999999997,3.14,0.47,4.4,7.54,1.26,5.12,False
20210607,ANA,KCA,20210607ANAKCA,-3,2,-0.068,15,59,0.1,-1,0.295,0.518,0.373,0.223,0.813,0.6,-0.067,7.94,0.5,2.78,10.72,2.38,5.09,True
20210608,ANA,KCA,20210608ANAKCA,-2,3,-0.05,20,54,0.19,0,-0.014,0.008,0.015,0.022,-0.006,-0.064,-0.04999999999999999,6.08,0.46,4.56,9.89,1.14,4.07,True
20210609,ANA,KCA,20210609ANAKCA,-1,4,-0.033,27,47,0.3,1,0.082,0.243,0.076,0.161,0.325,-0.133,-0.026000000000000023,6.52,0.55,5.12,8.85,2.33,6.2,True
20210617,ANA,DET,20210617ANADET,2,3,0.03,59,26,0.86,0,0.268,0.473,0.321,0.205,0.741,0.69,0.055999999999999994,2.25,1.2,15.75,30.6,4.95,9.15,True
20210618,ANA,DET,20210618ANADET,3,4,0.043,61,24,0.89,1,-0.016,0.089,-0.016,0.105,0.073,-0.029,0.061,3.52,0.35,2.74,9.78,0.78,3.23,True
20210619,ANA,DET,20210619ANADET,4,5,0.057,69,16,0.99,2,0.106,0.227,0.092,0.121,0.333,-0.136,0.08099999999999996,3.1,0.43,3.54,9.74,1.33,4.33,True
20210620,ANA,DET,20210620ANADET,5,6,0.07,74,11,1.04,3,0.012,0.054,-0.013,0.042,0.066,-0.006,0.09299999999999997,6.99,0.47,2.22,9.21,2.22,5.11,False
20210622,ANA,SFN,20210622ANASFN,-11,-2,-0.153,-1,103,-0.02,0,0.302,0.557,0.382,0.255,0.859,0.606,-0.14600000000000002,5.04,0.45,4.15,9.79,0.89,3.59,False
20210623,ANA,SFN,20210623ANASFN,-12,-3,-0.165,-6,108,-0.08,-1,-0.084,0.027,-0.066,0.111,-0.057,0.226,-0.15799999999999997,2.08,1.12,14.19,28.38,5.54,9.98,False
20210702,ANA,BAL,20210702ANABAL,10,5,0.129,56,-7,0.75,0,0.304,0.512,0.379,0.208,0.816,0.585,0.07600000000000001,5.19,0.5,4.5,8.65,1.73,5.18,True
20210703,ANA,BAL,20210703ANABAL,11,6,0.14,57,-8,0.75,1,0.073,0.019,0.035,-0.054,0.092,-0.201,0.07700000000000001,2.79,0.33,2.79,10.24,0.62,2.86,True
20210704,ANA,BAL,20210704ANABAL,12,7,0.151,60,-11,0.78,2,0.035,0.067,0.034,0.032,0.102,-0.104,0.08300000000000002,3.46,0.41,3.46,10.73,1.73,4.6,True
20210705,ANA,BOS,20210705ANABOS,-12,-3,-0.13,-31,71,-0.25,-1,0.307,0.529,0.382,0.222,0.836,0.59,-0.11299999999999993,2.46,0.41,2.46,12.28,1.23,2.96,False
20210706,ANA,BOS,20210706ANABOS,-13,-4,-0.14,-32,72,-0.26,-2,0.024,-0.061,-0.038,-0.085,-0.037,-0.042,-0.11299999999999993,1.97,1.07,13.22,27.0,5.62,10.01,True
20210707,ANA,BOS,20210707ANABOS,-12,-3,-0.127,-30,70,-0.24,-1,0.11,0.12,0.097,0.01,0.23,-0.197,-0.10799999999999993,5.45,0.47,3.47,10.65,1.24,3.68,True
20210716,ANA,SEA,20210716ANASEA,-3,7,-0.022,60,42,0.76,-2,0.094,0.117,0.117,0.023,0.211,-0.133,0.025000000000000022,5.4,0.47,3.46,10.37,1.08,3.51,False
20210717,ANA,SEA,20210717ANASEA,-4,6,-0.033,59,43,0.74,-3,0.044,0.044,0.074,0.0,0.088,-0.074,0.02300000000000002,-4.3,-1.19,2.45,-8.43,-4.01,-2.94,True
20210718,ANA,SEA,20210718ANASEA,-3,7,-0.021,64,38,0.79,-2,0.059,0.109,0.075,0.05,0.168,-0.097,0.03199999999999997,1.68,-0.78,-2.85,-1.57,-0.35,-1.51,False
20210726,ANA,COL,20210726ANACOL,2,16,0.025,32,33,0.37,0,0.312,0.531,0.362,0.219,0.843,0.634,0.0010000000000000009,2.08,0.99,11.31,25.62,5.08,8.82,True
20210727,ANA,COL,20210727ANACOL,3,17,0.035,36,29,0.41,1,0.053,0.031,0.092,-0.022,0.084,-0.136,0.009000000000000008,3.48,0.52,5.23,11.33,1.74,4.84,False
20210728,ANA,COL,20210728ANACOL,2,16,0.025,27,38,0.31,0,0.059,0.065,0.083,0.006,0.124,-0.1,-0.008000000000000007,5.71,0.47,3.15,10.25,1.18,3.65,True
20210729,ANA,OAK,20210729ANAOAK,-7,1,-0.058,33,111,0.41,-6,0.039,-0.049,0.02,-0.088,-0.01,-0.12,-0.07600000000000001,6.82,0.51,3.15,9.18,2.36,5.61,False
20210730,ANA,OAK,20210730ANAOAK,-8,0,-0.068,29,115,0.37,-7,0.064,0.035,0.031,-0.029,0.099,-0.129,-0.08400000000000002,1.44,-0.38,2.62,1.74,1.66,3.03,False
20210731,ANA,OAK,20210731ANAOAK,-9,-1,-0.077,27,117,0.35,-8,0.077,0.03,0.042,-0.047,0.107,-0.12,-0.08700000000000002,0.0,0.17,2.25,2.25,0.0,3.35,True
20210801,ANA,OAK,20210801ANAOAK,-8,0,-0.067,28,116,0.35,-7,0.113,0.131,0.066,0.018,0.244,-0.195,-0.08500000000000002,0,0,0,0,0,0,False
20210810,ANA,TOR,20210810ANATOR1,0,4,-0.009,-58,97,-0.61,1,0.318,0.523,0.39,0.205,0.841,0.571,-0.13499999999999995,4.22,0.59,5.9,10.12,0.0,3.1,False
20210810,ANA,TOR,20210810ANATOR2,0,4,-0.009,-58,97,-0.61,1,0.301,0.454,0.372,0.153,0.755,0.59,-0.13499999999999995,5.27,0.59,5.27,11.19,1.98,5.22,False
20210811,ANA,TOR,20210811ANATOR,-2,2,-0.027,-66,105,-0.67,-1,-0.026,0.07,-0.004,0.096,0.044,-0.04,-0.14699999999999996,6.75,0.51,3.72,8.61,2.09,5.61,False
20210812,ANA,TOR,20210812ANATOR,-3,1,-0.035,-74,113,-0.73,-2,0.0,0.072,-0.017,0.072,0.072,0.004,-0.15799999999999997,-3.44,0.19,9.35,12.83,3.29,5.34,True
