Date,Home,Visitor,GameID,WinDiff,HomeAdv,WPctDiff,RunDiff,RPGDiff,H2H,AVG,SLG,OBP,ISO,OPS,ERA,WHIP,BB9,K9,HR9,FIP
20230920,ARI,SFN,20230920ARISFN,42,40,0.3,335,0.59,3,0.058,0.079,0.03,0.021,0.137,1.39,-0.69,1.25,4.41,0.9,0.53
20231001,ARI,HOU,20231001ARIHOU,39,37,-0.208,332,-0.86,-2,-0.018,0.008,-0.01,0.026,-0.01,0.99,-0.39,0.41,-2.98,0.9,2.1
20230611,ATL,WAS,20230611ATLWAS,20,18,0.345,157,1.2,2,0.028,0.119,0.051,0.091,0.147,-7.76,-1.67,-1.53,-1.61,-2.84,-4.03
20230630,ATL,MIA,20230630ATLMIA,23,21,0.044,201,1.2,2,0.043,0.086,0.058,0.043,0.129,4.32,-0.94,6.64,1.73,3.31,6.61
20230701,ATL,MIA,20230701ATLMIA,24,22,0.107,213,1.45,3,0.053,0.138,0.064,0.085,0.191,4.6,-0.72,-2.8,6.2,1.6,0.27
20230702,ATL,MIA,20230702ATLMIA,25,23,0.16,220,1.83,4,0.05,0.106,0.067,0.056,0.156,0.81,-0.9,-1.82,5.36,-0.38,-2.34
20230718,ATL,ARI,20230718ATLARI,5,29,0.119,51,1.18,1,0.03,0.042,0.033,0.012,0.072,-3.78,-1.17,-1.41,0.22,0.05,-0.24
20230719,ATL,ARI,20230719ATLARI,4,28,0.098,48,1.1,0,0.009,0.026,0.017,0.017,0.035,-3.48,-1.28,0.67,5.02,-0.38,-1.29
20230720,ATL,ARI,20230720ATLARI,3,27,0.078,46,1.05,-1,0.024,0.065,0.023,0.041,0.089,2.36,-0.5,1.29,3.91,0.5,0.29
20230731,ATL,ANA,20230731ATLANA,8,35,0.091,88,1.12,0,-0.016,-0.03,-0.045,-0.014,-0.046,-0.02,-0.99,-2.59,-0.84,-0.15,-0.7
20230801,ATL,ANA,20230801ATLANA,7,34,0.072,85,1.05,-1,-0.008,-0.019,-0.032,-0.011,-0.027,-0.42,-1.01,0.14,7.99,0.32,-1.35
20230802,ATL,ANA,20230802ATLANA,8,35,0.088,89,1.11,0,-0.018,-0.027,-0.055,-0.009,-0.045,-0.49,-0.27,3.72,-5.06,-1.64,0.0
20230819,ATL,SFN,20230819ATLSFN,41,39,0.422,351,2.42,1,0.087,0.174,0.065,0.087,0.261,3.49,-0.48,0.94,0.97,0.61,0.74
20230820,ATL,SFN,20230820ATLSFN,42,40,0.455,352,2.25,2,0.06,0.174,0.074,0.114,0.234,-0.48,-1.05,0.96,-2.89,0.96,2.36
20230823,ATL,NYN,20230823ATLNYN,41,39,0.162,345,-0.44,3,0.023,-0.05,-0.003,-0.073,-0.027,3.58,0.43,3.7,10.63,1.31,4.07
20230910,ATL,PIT,20230910ATLPIT,45,43,0.274,402,1.86,0,0.062,0.157,0.1,0.095,0.219,14.55,0.77,2.08,8.31,4.16,7.95
20230918,ATL,PHI,20230918ATLPHI,44,42,0.028,390,-0.27,0,-0.014,0.007,-0.016,0.021,-0.007,5.09,-0.06,3.62,-3.21,1.64,4.62
20230919,ATL,PHI,20230919ATLPHI,43,41,-0.022,384,-0.43,-1,-0.011,-0.024,-0.015,-0.013,-0.035,4.24,0.34,2.59,14.69,1.14,2.44
20230920,ATL,PHI,20230920ATLPHI,44,42,0.049,390,-0.07,0,0.024,0.078,0.021,0.054,0.102,-3.4,-0.97,0.45,-4.05,-1.81,-1.4
20230928,ATL,CHN,20230928ATLCHN,52,50,0.65,437,2.09,2,0.064,0.214,0.043,0.15,0.278,2.95,-0.62,0.93,-5.13,1.96,4.29
20230929,ATL,WAS,20230929ATLWAS,50,48,0.321,435,1.72,1,0.032,0.154,0.067,0.122,0.186,0.84,-1.32,-2.05,-0.49,-1.2,-2.32
20230930,ATL,WAS,20230930ATLWAS,49,47,0.246,431,1.13,0,0.034,0.089,0.066,0.055,0.123,4.21,0.33,2.39,14.65,1.15,2.43
20231001,ATL,WAS,20231001ATLWAS,50,48,0.287,433,1.27,1,0.053,0.169,0.09,0.116,0.222,10.13,0.72,3.38,5.4,3.38,8.13
20230515,BAL,ANA,20230515BALANA,4,13,0.11,-10,-1.21,0,-0.05,-0.088,-0.065,-0.038,-0.138,1.53,-1.18,0.07,-6.73,-1.13,-0.56
20230516,BAL,ANA,20230516BALANA,3,12,0.059,-14,-1.35,-1,-0.056,-0.085,-0.063,-0.029,-0.141,-0.74,-1.23,-3.42,-2.77,1.67,1.99
20230517,BAL,ANA,20230517BALANA,4,13,0.101,-10,-1.11,0,-0.07,-0.144,-0.076,-0.074,-0.214,0.17,-0.67,2.75,-1.79,0.03,1.15
20230518,BAL,ANA,20230518BALANA,5,14,0.14,-8,-0.96,1,-0.039,-0.152,-0.055,-0.113,-0.191,-5.15,-1.49,-2.73,2.2,-0.63,-2.7
20230611,BAL,KCA,20230611BALKCA,18,17,0.338,122,1.1,2,0.007,0.071,0.006,0.064,0.078,-1.12,-0.81,1.43,-2.96,-1.64,-1.23
20230625,BAL,SEA,20230625BALSEA,21,20,0.225,140,-0.7,0,-0.02,-0.02,-0.041,0.0,-0.04,-0.39,-0.64,0.85,-2.1,-0.22,0.62
20230702,BAL,MIN,20230702BALMIN,23,22,0.19,180,1.43,-2,0.034,0.112,0.025,0.078,0.146,1.77,-0.73,1.83,2.25,-0.82,-0.9
20230714,BAL,MIA,20230714BALMIA,21,20,0.112,157,0.61,0,0.032,0.081,0.061,0.049,0.113,0.01,-0.87,-1.77,-3.25,-0.73,-0.81
20230715,BAL,MIA,20230715BALMIA,22,21,0.154,160,0.76,1,0.019,0.045,0.036,0.026,0.064,0.87,-0.57,2.24,-1.41,-0.25,0.77
20230716,BAL,MIA,20230716BALMIA,23,22,0.192,161,0.7,2,0.053,0.141,0.061,0.088,0.194,-1.73,-0.52,0.19,-4.83,-1.73,-1.56
20230717,BAL,LAN,20230717BALLAN,25,24,0.044,177,-0.56,0,-0.002,-0.042,-0.02,-0.04,-0.044,9.55,0.74,6.23,10.38,2.91,7.07
20230718,BAL,LAN,20230718BALLAN,24,23,-0.012,175,-0.67,-1,-0.008,-0.02,-0.018,-0.012,-0.028,-21.81,-3.63,-1.37,-1.51,1.33,1.8
20230719,BAL,LAN,20230719BALLAN,23,22,-0.059,168,-1.15,-2,0.003,0.005,-0.043,0.002,0.008,4.72,0.42,2.51,7.38,1.62,4.79
20230730,BAL,NYA,20230730BALNYA,29,28,0.207,211,0.63,-1,0.07,0.138,0.063,0.068,0.208,3.57,-1.07,-1.62,2.49,0.28,-0.55
20230806,BAL,NYN,20230806BALNYN,32,31,0.228,223,-0.9,2,-0.001,-0.011,-0.023,-0.01,-0.012,2.67,0.32,2.0,7.17,1.0,3.79
20230808,BAL,HOU,20230808BALHOU,29,28,-0.168,212,-1.77,0,0.003,0.018,0.004,0.015,0.021,3.56,-0.31,4.34,-5.35,-0.2,2.34
20230809,BAL,HOU,20230809BALHOU,28,27,-0.2,211,-1.82,-1,-0.016,0.033,-0.013,0.049,0.017,2.22,-0.21,0.95,-7.62,0.21,2.32
20230810,BAL,HOU,20230810BALHOU,27,26,-0.228,205,-2.01,-2,-0.046,-0.006,-0.049,0.04,-0.052,-2.96,-1.67,0.24,-2.56,0.68,1.08
20230824,BAL,TOR,20230824BALTOR,34,33,0.094,254,-0.19,1,-0.032,-0.014,-0.014,0.018,-0.046,-2.37,-1.44,1.14,-3.48,-1.12,-0.41
20230825,BAL,COL,20230825BALCOL,39,38,0.6,275,1.82,0,-0.021,-0.016,-0.018,0.005,-0.037,-5.28,-1.57,-1.41,6.18,-2.09,-4.55
20230826,BAL,COL,20230826BALCOL,40,39,0.606,276,1.69,1,-0.03,-0.006,-0.019,0.024,-0.036,-8.34,-2.65,-2.8,7.32,-4.47,-8.82
20230827,BAL,COL,20230827BALCOL,41,40,0.612,277,1.58,2,-0.032,-0.019,-0.033,0.013,-0.051,5.4,0.6,3.6,10.8,1.8,5.1
20230829,BAL,CHA,20230829BALCHA,38,37,0.109,282,0.0,1,-0.007,0.055,0.005,0.062,0.048,4.5,-0.57,2.97,-1.64,1.64,3.82
20230830,BAL,CHA,20230830BALCHA,39,38,0.17,288,0.25,2,-0.03,0.028,-0.02,0.058,-0.002,3.45,-0.53,0.38,-4.89,0.03,1.03
20230913,BAL,SLN,20230913BALSLN,44,38,-0.005,326,-2.39,0,-0.024,-0.075,-0.02,-0.051,-0.099,5.59,0.48,2.68,7.66,1.22,4.09
20230914,BAL,TBA,20230914BALTBA,43,37,-0.054,320,-2.31,1,-0.016,0.045,-0.028,0.061,0.029,2.54,0.35,2.66,7.86,0.76,3.55
20230915,BAL,TBA,20230915BALTBA,42,36,-0.095,319,-2.02,0,-0.014,0.01,-0.032,0.024,-0.004,2.44,-0.51,1.71,2.63,1.26,2.1
20230916,BAL,TBA,20230916BALTBA,41,35,-0.129,313,-2.09,-1,-0.027,-0.01,-0.05,0.017,-0.037,-0.63,-0.8,4.11,-1.82,-0.08,1.71
20230917,BAL,TBA,20230917BALTBA,42,36,-0.065,321,-1.48,0,0.009,0.051,-0.009,0.042,0.06,2.12,-0.31,0.9,-3.91,1.49,3.4
20230926,BAL,WAS,20230926BALWAS,48,42,0.274,364,0.66,0,0.008,0.059,0.034,0.051,0.067,-0.68,-0.99,-2.17,-0.89,-0.34,-1.21
20230927,BAL,WAS,20230927BALWAS,49,43,0.312,365,1.03,1,0.018,0.089,0.043,0.071,0.107,-2.49,-1.51,-1.8,3.18,-0.55,-2.06
20230928,BAL,BOS,20230928BALBOS,49,43,0.252,370,1.37,1,0.035,0.108,0.042,0.073,0.143,-1.15,-1.06,1.37,4.72,1.5,1.66
20230929,BAL,BOS,20230929BALBOS,50,44,0.288,372,1.62,2,0.068,0.095,0.034,0.027,0.163,-4.72,-1.42,-3.38,-4.95,1.35,1.55
20230930,BAL,BOS,20230930BALBOS,49,43,0.229,369,1.57,1,0.068,0.161,0.074,0.093,0.229,3.16,-0.23,0.71,-5.0,-0.85,0.16
20231001,BAL,BOS,20231001BALBOS,50,44,0.261,372,1.65,2,0.033,0.114,0.032,0.081,0.147,-2.29,-1.0,0.01,-0.97,-0.47,-0.49
20230416,BOS,ANA,20230416BOSANA,1,4,0.125,7,0.87,2,-0.035,-0.083,-0.051,-0.048,-0.118,-7.2,-1.4,-3.6,-9.0,-1.8,-5.5
20230417,BOS,ANA,20230417BOSANA,2,5,0.223,8,0.89,3,-0.02,-0.015,-0.058,0.005,-0.035,0.0,-2.71,-11.57,-20.57,-1.29,-4.67
20230627,BOS,MIA,20230627BOSMIA,18,14,-0.12,216,0.96,0,0.043,0.067,0.067,0.024,0.11,-0.13,-0.91,-2.86,-1.54,-1.21,-2.35
20230628,BOS,MIA,20230628BOSMIA,17,13,-0.165,207,0.35,-1,0.01,0.04,0.027,0.03,0.05,1.68,-0.66,1.32,-0.72,0.72,1.84
20230629,BOS,MIA,20230629BOSMIA,16,12,-0.205,203,0.19,-2,0.006,0.003,0.02,-0.003,0.009,1.76,-1.1,0.57,-0.19,1.13,1.99
20230706,BOS,TEX,20230706BOSTEX,20,16,-0.17,210,-2.27,0,-0.008,0.031,-0.005,0.039,0.023,4.88,-0.49,0.68,3.49,1.63,1.8
20230707,BOS,OAK,20230707BOSOAK,24,20,0.214,229,-1.05,0,0.018,-0.103,0.003,-0.121,-0.085,2.33,-0.09,2.79,4.35,0.47,0.79
20230708,BOS,OAK,20230708BOSOAK,25,21,0.252,233,-0.69,1,0.074,-0.023,0.063,-0.097,0.051,3.79,0.39,2.84,14.21,1.42,2.94
20230709,BOS,OAK,20230709BOSOAK,26,22,0.283,240,-0.33,2,-0.016,-0.166,-0.031,-0.15,-0.182,-8.68,-0.96,6.11,-7.72,-2.89,-1.07
20230723,BOS,NYN,20230723BOSNYN,26,22,-0.008,261,-1.04,0,0.013,-0.005,-0.008,-0.018,0.008,-0.35,-0.5,0.74,4.13,-0.29,-1.18
20230725,BOS,ATL,20230725BOSATL,-3,25,-0.13,6,-0.64,0,0.001,-0.041,0.001,-0.042,-0.04,-1.39,-0.76,0.25,1.36,-1.14,-1.78
20230726,BOS,ATL,20230726BOSATL,-2,26,-0.11,12,-0.52,1,0.008,-0.031,0.011,-0.039,-0.023,-1.27,-0.61,0.06,-6.42,-0.25,1.14
20230804,BOS,TOR,20230804BOSTOR,30,26,0.216,277,0.02,4,0.02,0.047,0.03,0.027,0.067,-0.12,-1.45,0.52,6.21,1.45,0.29
20230805,BOS,TOR,20230805BOSTOR,29,25,0.144,273,-0.18,3,0.007,0.019,0.027,0.012,0.026,-5.26,-1.62,1.56,0.94,-2.7,-3.12
20230806,BOS,TOR,20230806BOSTOR,28,24,0.083,272,-0.17,2,0.032,0.064,0.043,0.032,0.096,-7.45,-1.77,-3.08,0.21,-3.64,-6.21
20230807,BOS,KCA,20230807BOSKCA,31,27,0.271,307,1.79,0,0.059,0.137,0.098,0.078,0.196,0.49,-1.4,-8.28,0.27,1.06,-1.15
20230808,BOS,KCA,20230808BOSKCA,32,28,0.3,311,1.93,1,0.033,0.085,0.059,0.052,0.118,1.19,-0.95,-0.09,0.49,0.9,1.15
20230809,BOS,KCA,20230809BOSKCA,31,27,0.22,305,1.36,0,0.024,0.055,0.042,0.031,0.079,-0.57,-0.38,2.84,2.59,-2.79,-3.45
20230810,BOS,KCA,20230810BOSKCA,32,28,0.25,306,1.41,1,0.008,0.023,0.022,0.015,0.031,4.0,0.41,2.5,-5.17,2.0,4.87
20230825,BOS,LAN,20230825BOSLAN,29,25,-0.129,291,-0.29,0,0.023,0.058,0.013,0.035,0.081,-1.59,-1.24,-1.29,-1.88,-2.12,-2.94
20230826,BOS,LAN,20230826BOSLAN,28,24,-0.16,288,-0.42,-1,0.027,0.072,0.014,0.045,0.099,-3.07,-0.96,-0.27,5.16,0.92,0.09
20230827,BOS,LAN,20230827BOSLAN,29,25,-0.112,291,-0.36,0,0.058,0.088,0.033,0.03,0.146,2.47,-0.71,1.85,1.32,1.24,2.17
20230828,BOS,HOU,20230828BOSHOU,30,26,-0.244,304,-1.39,0,0.008,0.034,0.013,0.026,0.042,0.83,-0.66,-1.54,-2.53,-0.56,-0.4
20230829,BOS,HOU,20230829BOSHOU,29,25,-0.269,296,-1.91,-1,-0.028,-0.011,-0.027,0.017,-0.039,-0.86,-1.66,2.39,3.81,1.14,1.7
20230830,BOS,HOU,20230830BOSHOU,28,24,-0.292,292,-1.89,-2,-0.024,-0.036,-0.024,-0.012,-0.06,0.59,-0.64,1.32,-2.87,-0.56,0.4
20230908,BOS,BAL,20230908BOSBAL,-10,28,-0.126,-3,-0.03,0,0.007,0.009,0.015,0.002,0.016,2.7,-0.57,0.78,0.98,0.55,0.68
20230909,BOS,BAL,20230909BOSBAL,-11,27,-0.136,-12,-0.15,-1,0.007,0.003,0.013,-0.004,0.01,-1.49,-1.25,-0.72,0.56,-1.04,-1.84
20230910,BOS,BAL,20230910BOSBAL,-12,26,-0.146,-13,-0.16,-2,0.0,-0.019,0.005,-0.019,-0.019,-2.04,-1.18,-1.64,-0.94,-0.13,-0.46
20230912,BOS,NYA,20230912BOSNYA1,37,33,0.282,369,2.09,3,0.06,0.108,0.058,0.048,0.168,0.27,-1.03,-3.68,2.41,-0.9,-2.88
20230912,BOS,NYA,20230912BOSNYA2,37,33,0.282,369,2.09,3,0.021,0.048,0.015,0.027,0.069,-6.33,-1.63,-7.76,2.35,-2.58,-6.72
20230914,BOS,NYA,20230914BOSNYA1,35,31,0.177,363,1.87,1,0.053,0.108,0.04,0.055,0.161,0.12,-1.08,-3.05,-2.0,0.26,-0.5
20230914,BOS,NYA,20230914BOSNYA2,35,31,0.177,363,1.87,1,0.069,0.11,0.061,0.041,0.179,-4.11,-1.63,-2.93,4.1,0.0,-2.09
20230922,BOS,CHA,20230922BOSCHA,35,31,-0.04,374,-0.13,0,-0.018,0.013,-0.015,0.031,-0.005,1.04,-1.19,-6.59,4.02,0.64,-2.14
20230923,BOS,CHA,20230923BOSCHA,36,32,0.011,375,0.12,1,0.001,0.032,0.023,0.031,0.033,1.92,-0.73,1.04,-1.17,0.6,1.34
20230924,BOS,CHA,20230924BOSCHA,35,31,-0.039,374,0.38,0,-0.018,0.013,0.0,0.031,-0.005,5.79,0.45,2.89,9.0,1.45,4.26
20230926,BOS,TBA,20230926BOSTBA,29,25,-0.25,332,-0.94,-4,0.066,0.102,0.031,0.036,0.168,2.25,-0.34,2.84,1.0,0.18,1.04
20230927,BOS,TBA,20230927BOSTBA,28,24,-0.271,330,-1.1,-5,0.042,0.089,0.027,0.047,0.131,-2.87,-1.18,-0.54,-2.05,0.07,0.47
20230514,CHA,HOU,20230514CHAHOU,2,2,-0.306,41,-0.16,0,0.046,0.058,0.047,0.012,0.104,-6.63,-1.87,-1.17,-0.85,-0.54,-1.5
20230521,CHA,KCA,20230521CHAKCA,10,10,0.25,78,1.25,2,0.043,0.119,0.045,0.076,0.162,1.04,-1.13,0.13,-0.65,-1.43,-1.89
20230529,CHA,ANA,20230529CHAANA,-5,10,0.02,-64,-0.47,0,-0.031,-0.104,-0.04,-0.073,-0.135,-0.37,-0.86,2.95,1.89,1.18,2.16
20230530,CHA,ANA,20230530CHAANA,-6,9,-0.014,-66,-0.51,-1,-0.007,-0.012,-0.032,-0.005,-0.019,-4.33,-1.48,-3.08,3.13,-0.95,-3.19
20230531,CHA,ANA,20230531CHAANA,-5,10,0.019,-62,-0.37,0,-0.016,-0.026,-0.041,-0.01,-0.042,5.75,-0.48,-0.1,3.54,1.55,1.27
20230609,CHA,MIA,20230609CHAMIA,11,11,-0.052,92,0.12,0,0.016,0.035,0.036,0.019,0.051,4.06,-0.72,-1.94,3.2,0.96,0.02
20230610,CHA,MIA,20230610CHAMIA,12,12,0.017,93,0.34,1,0.033,0.05,0.044,0.017,0.083,1.14,-0.84,0.0,1.82,0.68,0.81
20230611,CHA,MIA,20230611CHAMIA,11,11,-0.038,89,0.15,0,0.007,0.053,0.024,0.046,0.06,-1.62,-0.77,0.64,-1.13,0.15,0.76
20230621,CHA,TEX,20230621CHATEX,14,14,-0.097,91,-3.31,0,-0.029,0.023,-0.027,0.052,-0.006,-13.34,-2.61,-2.93,6.38,-0.44,-2.68
20230623,CHA,BOS,20230623CHABOS,-5,15,0.034,-104,-1.0,0,-0.015,-0.02,-0.022,-0.005,-0.035,-0.93,-1.05,-1.37,-0.77,0.11,-0.19
20230624,CHA,BOS,20230624CHABOS,-6,14,0.01,-106,-1.04,-1,0.002,-0.007,-0.011,-0.009,-0.005,3.85,-0.62,0.43,-3.57,0.76,2.22
20230625,CHA,BOS,20230625CHABOS,-5,15,0.032,-105,-1.0,0,0.0,0.035,-0.009,0.035,0.035,0.99,-0.77,-1.76,-2.07,-0.46,-0.39
20230704,CHA,TOR,20230704CHATOR,20,18,0.223,136,-0.85,0,-0.026,-0.001,-0.02,0.025,-0.027,-7.3,-1.92,-4.57,-0.15,-2.57,-5.1
20230706,CHA,TOR,20230706CHATOR1,19,17,0.147,135,-0.78,-1,-0.01,-0.022,-0.009,-0.012,-0.032,-0.85,-1.68,0.32,1.68,-0.28,-0.54
20230706,CHA,TOR,20230706CHATOR2,19,17,0.147,135,-0.78,-1,-0.022,-0.023,-0.02,-0.001,-0.045,-6.7,-1.76,1.08,-5.98,-3.01,-2.89
20230727,CHA,CLE,20230727CHACLE,21,17,0.056,174,-0.68,1,-0.049,-0.066,-0.057,-0.017,-0.115,-1.76,-1.55,-1.49,-0.54,-0.72,-1.37
20230728,CHA,CLE,20230728CHACLE,20,16,0.002,171,-0.79,0,-0.053,-0.075,-0.053,-0.022,-0.128,-1.2,-1.55,3.83,1.98,0.42,1.59
20230729,CHA,CLE,20230729CHACLE,21,17,0.045,174,-0.45,1,-0.049,-0.019,-0.05,0.03,-0.068,0.99,-0.61,1.77,-2.71,1.44,3.39
20230730,CHA,CLE,20230730CHACLE,22,18,0.083,179,-0.23,2,-0.045,-0.035,-0.027,0.01,-0.08,4.94,0.49,5.71,10.65,2.47,6.51
20230807,CHA,NYA,20230807CHANYA,25,21,0.225,206,0.84,0,0.04,0.016,0.032,-0.024,0.056,3.86,0.03,3.86,3.65,1.0,1.96
20230808,CHA,NYA,20230808CHANYA,26,22,0.252,210,1.03,1,0.043,0.043,0.021,-0.0,0.086,-3.84,-1.31,0.28,1.64,-0.35,-0.9
20230809,CHA,NYA,20230809CHANYA,25,21,0.189,204,0.7,0,0.002,-0.016,-0.012,-0.018,-0.014,0.41,-0.72,-1.47,-8.49,1.2,3.23
20230813,CHA,MIL,20230813CHAMIL,27,23,0.094,231,-0.55,-2,0.042,0.049,0.027,0.007,0.091,3.59,0.46,4.4,10.08,0.93,3.71
20230821,CHA,SEA,20230821CHASEA,20,16,-0.064,179,-0.71,0,-0.015,-0.035,-0.029,-0.02,-0.05,-2.71,-0.82,3.79,-2.73,-2.84,-2.4
20230822,CHA,SEA,20230822CHASEA,19,15,-0.095,167,-1.2,-1,-0.012,-0.031,-0.028,-0.019,-0.043,-2.02,-0.88,0.88,1.03,0.43,0.76
20230823,CHA,SEA,20230823CHASEA,18,14,-0.123,164,-1.25,-2,-0.027,-0.01,-0.048,0.017,-0.037,2.86,-0.45,5.25,2.97,1.53,3.45
20230824,CHA,OAK,20230824CHAOAK,29,25,0.274,225,-1.03,0,-0.001,-0.175,-0.035,-0.174,-0.176,-2.32,-0.85,-0.42,1.41,-0.51,-1.43
20230825,CHA,OAK,20230825CHAOAK,28,24,0.199,222,-1.26,-1,-0.005,-0.207,-0.034,-0.202,-0.212,3.51,0.45,4.25,9.99,0.85,3.56
20230826,CHA,OAK,20230826CHAOAK,27,23,0.135,214,-1.76,-2,-0.024,-0.19,-0.053,-0.166,-0.214,-1.69,-0.7,2.34,0.87,-1.12,-1.78
20230827,CHA,OAK,20230827CHAOAK,28,24,0.165,218,-1.46,-1,-0.034,-0.139,-0.064,-0.105,-0.173,-15.37,-3.57,-4.83,-0.66,-7.9,-12.73
20230901,CHA,DET,20230901CHADET,33,28,0.342,299,2.32,3,0.071,0.057,0.036,-0.014,0.128,-0.48,-0.53,5.28,-2.24,-0.83,1.21
20230902,CHA,DET,20230902CHADET,32,27,0.247,297,2.08,2,0.046,0.0,0.014,-0.046,0.046,-1.16,-0.21,2.14,-1.8,0.94,2.59
20230903,CHA,DET,20230903CHADET,31,26,0.169,287,1.31,1,0.044,0.019,0.023,-0.025,0.063,-1.64,-1.16,3.16,5.04,0.57,1.04
20230912,CHA,KCA,20230912CHAKCA1,31,26,0.248,274,1.22,3,0.011,0.005,0.007,-0.006,0.016,0.12,-0.76,1.9,3.26,-0.21,-0.32
20230912,CHA,KCA,20230912CHAKCA2,31,26,0.248,274,1.22,3,0.007,0.034,0.015,0.027,0.041,-1.54,-0.58,3.34,0.89,-1.3,-0.77
20230913,CHA,KCA,20230913CHAKCA,29,24,0.147,272,0.47,1,0.01,0.0,0.01,-0.01,0.01,3.63,0.44,3.63,8.65,1.04,4.0
20230914,CHA,MIN,20230914CHAMIN,29,24,0.087,284,0.41,1,0.012,0.079,0.001,0.067,0.091,-3.86,-1.29,-3.86,-5.14,-1.29,-5.1
20230915,CHA,MIN,20230915CHAMIN,28,23,0.04,276,-0.01,0,0.006,0.019,-0.019,0.013,0.025,4.24,0.14,1.59,-4.73,1.85,3.92
20230916,CHA,MIN,20230916CHAMIN,27,22,-0.002,268,-0.37,-1,0.003,0.022,-0.031,0.019,0.025,3.22,-0.6,2.66,-2.4,-0.18,1.49
20230917,CHA,MIN,20230917CHAMIN,28,23,0.028,269,-0.42,0,-0.008,0.015,-0.046,0.023,0.007,2.18,-0.77,1.34,0.64,0.3,0.63
20230926,CHA,ARI,20230926CHAARI,-10,26,-0.14,-42,-0.69,0,-0.016,-0.097,-0.034,-0.081,-0.113,1.29,-1.29,-4.22,3.83,3.21,2.27
20230927,CHA,ARI,20230927CHAARI,-11,25,-0.149,-53,-0.81,-1,-0.011,-0.068,-0.031,-0.057,-0.079,-3.76,-1.1,1.37,-1.8,-0.47,0.05
20230928,CHA,ARI,20230928CHAARI,-12,24,-0.159,-56,-0.84,-2,-0.022,-0.1,-0.041,-0.078,-0.122,2.24,-0.52,1.42,4.52,-0.67,-1.24
20230929,CHA,SDN,20230929CHASDN,31,24,-0.218,307,-1.26,0,0.007,-0.024,-0.023,-0.031,-0.017,-5.03,-1.54,-4.87,1.4,-2.21,-5.07
20230930,CHA,SDN,20230930CHASDN,30,23,-0.254,306,-1.09,-1,0.04,0.021,-0.008,-0.019,0.061,-0.98,-0.99,1.15,-3.68,1.27,3.22
20231001,CHA,SDN,20231001CHASDN,29,22,-0.283,301,-1.19,-2,0.006,-0.007,-0.029,-0.013,-0.001,8.43,-0.2,2.53,4.58,3.37,4.7
20230425,CHN,SDN,20230425CHNSDN,0,0,-0.288,21,-0.5,0,0.051,0.008,0.012,-0.043,0.059,-9.06,-2.39,-6.06,3.35,-2.45,-6.3
20230426,CHN,SDN,20230426CHNSDN,1,1,-0.167,27,0.18,1,0.057,0.077,0.035,0.02,0.134,-3.79,-1.29,-1.09,0.38,0.0,-0.45
20230427,CHN,SDN,20230427CHNSDN,0,0,-0.233,25,0.03,0,0.039,-0.041,0.012,-0.08,-0.002,10.45,-0.39,4.19,-6.66,3.17,7.46
20230530,CHN,TBA,20230530CHNTBA,10,10,-0.017,85,-1.05,1,-0.023,-0.079,-0.014,-0.056,-0.102,4.6,-0.74,-0.75,0.57,-0.82,-0.87
20230531,CHN,TBA,20230531CHNTBA,11,11,0.056,86,-0.63,2,0.035,0.015,0.063,-0.02,0.05,-2.29,-1.03,0.17,-0.28,-2.45,-3.7
20230615,CHN,PIT,20230615CHNPIT,13,13,-0.028,131,0.62,2,0.023,-0.039,0.036,-0.062,-0.016,-2.5,-1.68,-5.84,1.71,-2.01,-5.1
20230616,CHN,BAL,20230616CHNBAL,-8,14,-0.105,-49,-0.38,0,-0.024,-0.071,-0.023,-0.047,-0.095,-4.14,-1.11,0.82,-1.28,-1.0,-0.73
20230617,CHN,BAL,20230617CHNBAL,-7,15,-0.078,-42,-0.2,1,-0.007,-0.049,0.006,-0.042,-0.056,-1.89,-0.97,-0.52,-0.1,-0.78,-1.35
20230618,CHN,BAL,20230618CHNBAL,-6,16,-0.052,-41,-0.18,2,-0.014,-0.066,0.004,-0.052,-0.08,2.28,-0.8,1.14,2.55,0.45,0.41
20230627,CHN,PHI,20230627CHNPHI,14,14,-0.045,131,-0.29,0,-0.01,-0.028,-0.005,-0.018,-0.038,7.09,-0.29,0.98,-1.09,1.91,3.41
20230628,CHN,PHI,20230628CHNPHI,13,13,-0.095,127,-0.38,-1,0.007,-0.031,-0.001,-0.038,-0.024,-2.38,-0.95,0.61,-2.72,-1.57,-1.47
20230629,CHN,PHI,20230629CHNPHI,12,12,-0.139,124,-0.6,-2,-0.007,-0.076,0.002,-0.069,-0.083,0.31,-0.87,1.06,2.88,-1.38,-2.08
20230630,CHN,CLE,20230630CHNCLE,15,15,0.048,133,-0.45,0,0.005,0.014,0.019,0.009,0.019,-14.08,-1.92,-1.82,0.56,0.21,-1.12
20230701,CHN,CLE,20230701CHNCLE,16,16,0.092,142,-0.03,1,-0.018,-0.026,0.006,-0.008,-0.044,-3.15,-1.72,-2.8,-2.67,-1.11,-1.83
20230702,CHN,CLE,20230702CHNCLE,15,15,0.038,136,-0.22,0,0.004,0.02,0.022,0.016,0.024,7.34,0.56,3.32,8.76,2.13,5.42
20230714,CHN,BOS,20230714CHNBOS,-9,16,-0.027,-98,-0.42,0,-0.032,-0.092,-0.021,-0.06,-0.124,0.9,-0.77,-0.26,-2.94,-0.5,-0.15
