Date,Home,Visitor,GameID,WinDiff,HomeAdv,WPctDiff,RunDiff,RPGDiff,H2H,AVG,SLG,OBP,ISO,OPS,ERA,WHIP,BB9,K9,HR9,FIP
20230829,MIA,TBA,20230829MIATBA,34,16,-0.155,240,-1.89,0,0.009,-0.022,-0.013,-0.031,-0.013,0.6,-0.7,0.27,0.72,0.65,0.86
20230830,MIA,TBA,20230830MIATBA,33,15,-0.169,231,-2.06,-1,0.013,0.001,-0.006,-0.012,0.014,-1.44,-0.8,1.33,4.03,0.0,-0.46
20230905,MIA,LAN,20230905MIALAN,-11,18,-0.121,-137,-1.43,-1,-0.013,-0.004,-0.03,0.009,-0.017,1.36,-0.46,0.93,1.6,-0.22,-0.39
20230906,MIA,LAN,20230906MIALAN,-10,19,-0.11,-134,-1.4,0,-0.005,-0.037,-0.035,-0.032,-0.042,-2.12,-0.99,0.74,-1.57,-1.77,-2.16
20230907,MIA,LAN,20230907MIALAN,-9,20,-0.1,-127,-1.31,1,-0.001,-0.018,-0.029,-0.017,-0.019,3.02,-0.31,0.09,-0.38,0.74,0.99
20230915,MIA,ATL,20230915MIAATL,-10,19,-0.14,-161,-1.9,-8,-0.025,-0.105,-0.04,-0.08,-0.13,2.34,-0.83,-0.2,0.42,1.56,2.14
20230916,MIA,ATL,20230916MIAATL,-9,20,-0.128,-158,-1.86,-7,-0.021,-0.104,-0.033,-0.083,-0.125,-0.01,-0.92,-0.24,1.47,0.44,0.19
20230917,MIA,ATL,20230917MIAATL,-8,21,-0.118,-152,-1.78,-6,-0.021,-0.076,-0.027,-0.055,-0.097,-0.6,-0.96,-1.52,0.33,0.13,-0.6
20230918,MIA,NYN,20230918MIANYN,47,29,0.19,314,-0.02,-2,0.009,0.033,-0.012,0.024,0.042,0.18,-0.42,1.63,4.25,1.01,1.2
20230919,MIA,NYN,20230919MIANYN,46,28,0.169,313,0.01,-3,-0.004,-0.017,-0.022,-0.013,-0.021,-4.75,-0.85,1.57,6.4,-3.16,-5.21
20230920,MIA,NYN,20230920MIANYN,47,29,0.182,314,0.04,-2,0.012,0.07,-0.004,0.058,0.082,-1.27,-1.12,-0.84,-0.57,0.76,1.05
20230922,MIA,MIL,20230922MIAMIL,47,29,0.05,376,0.43,0,0.047,0.095,0.024,0.048,0.142,0.48,-0.69,0.59,-1.33,-0.25,-0.04
20230923,MIA,MIL,20230923MIAMIL,46,28,0.03,361,0.02,-1,0.036,0.056,0.005,0.02,0.092,0.43,-0.26,1.19,0.56,-0.04,-0.19
20230924,MIA,MIL,20230924MIAMIL,47,29,0.049,362,0.04,0,0.034,0.081,0.015,0.047,0.115,1.9,-0.74,0.89,1.0,0.15,0.29
20230421,MIL,BOS,20230421MILBOS,-2,2,0.042,-41,-1.36,0,0.005,-0.052,0.013,-0.057,-0.047,-6.25,-1.23,-1.5,0.5,-3.0,-5.27
20230422,MIL,BOS,20230422MILBOS,-3,1,-0.032,-43,-1.43,-1,0.018,-0.001,0.025,-0.019,0.017,1.16,-0.32,-0.12,-1.52,0.82,1.75
20230423,MIL,BOS,20230423MILBOS,-2,2,0.032,-42,-1.29,0,-0.001,-0.051,0.014,-0.05,-0.052,-11.66,-3.0,-0.77,-9.58,-2.33,-2.27
20230424,MIL,DET,20230424MILDET,3,4,0.171,26,1.52,0,0.046,0.093,0.068,0.047,0.139,-4.5,-1.5,-5.79,-7.07,-0.64,-4.39
20230425,MIL,DET,20230425MILDET,2,3,0.095,24,1.29,-1,0.032,0.093,0.053,0.061,0.125,1.17,-0.57,0.73,6.38,1.25,0.09
20230426,MIL,DET,20230426MILDET,1,2,0.029,23,1.16,-2,-0.007,0.022,0.026,0.029,0.015,-3.45,-1.2,1.07,-0.83,-1.49,-1.61
20230428,MIL,ANA,20230428MILANA,1,6,0.027,-14,-1.09,0,-0.032,-0.082,-0.042,-0.05,-0.114,-7.48,-1.62,-1.61,0.56,-2.09,-3.7
20230429,MIL,ANA,20230429MILANA,2,7,0.079,-13,-0.97,1,-0.019,-0.078,-0.025,-0.059,-0.097,0.6,-0.89,1.1,-1.87,-1.31,-1.37
20230430,MIL,ANA,20230430MILANA,3,8,0.126,-11,-0.82,2,-0.045,-0.086,-0.041,-0.041,-0.131,-3.8,-1.73,4.2,-5.2,-3.2,-2.07
20230508,MIL,LAN,20230508MILLAN,-4,5,-0.115,-52,-1.68,0,-0.004,-0.055,-0.028,-0.051,-0.059,-3.05,-1.12,-0.51,5.14,-1.02,-2.68
20230509,MIL,LAN,20230509MILLAN,-3,6,-0.073,-46,-1.38,1,-0.013,-0.089,-0.031,-0.076,-0.102,1.41,-0.59,4.5,4.33,0.8,1.48
20230510,MIL,LAN,20230510MILLAN,-4,5,-0.107,-50,-1.48,0,-0.014,-0.088,-0.034,-0.074,-0.102,1.2,-0.3,1.09,-6.23,-0.48,1.06
20230512,MIL,KCA,20230512MILKCA,5,8,0.205,-10,-0.06,0,-0.007,-0.013,-0.005,-0.006,-0.02,-3.75,-1.23,-2.76,-2.5,-0.48,-0.76
20230513,MIL,KCA,20230513MILKCA,6,9,0.233,-6,0.08,1,-0.006,-0.017,0.005,-0.011,-0.023,-3.82,-1.15,-1.09,-5.73,-1.09,-3.77
20230514,MIL,KCA,20230514MILKCA,7,10,0.259,-5,0.11,2,-0.002,-0.018,0.009,-0.016,-0.02,0.59,-0.52,4.05,1.97,-0.01,0.83
20230522,MIL,HOU,20230522MILHOU,-5,6,-0.085,-18,-0.02,0,-0.002,0.041,0.009,0.043,0.039,0.69,-0.63,1.37,-2.76,-0.61,0.45
20230523,MIL,HOU,20230523MILHOU,-6,5,-0.113,-28,-0.31,-1,-0.01,0.012,0.0,0.022,0.002,0.81,-0.87,3.04,3.8,-0.97,-1.24
20230524,MIL,HOU,20230524MILHOU,-5,6,-0.08,-22,-0.13,0,-0.008,0.016,-0.007,0.024,0.008,4.18,-0.75,-1.61,-7.71,0.96,2.57
20230525,MIL,SFN,20230525MILSFN,12,9,0.145,67,-0.7,0,-0.034,-0.07,-0.048,-0.036,-0.104,-1.5,-0.67,-1.5,-7.5,0.0,-1.93
20230526,MIL,SFN,20230526MILSFN,11,8,0.091,62,-0.82,-1,-0.014,-0.035,-0.021,-0.021,-0.049,-1.75,-1.85,-2.41,0.39,0.76,0.29
20230527,MIL,SFN,20230527MILSFN,10,7,0.043,48,-1.5,-2,-0.034,-0.087,-0.03,-0.053,-0.121,0.36,-0.73,1.72,2.09,0.69,1.11
20230528,MIL,SFN,20230528MILSFN,9,6,0.0,46,-1.44,-3,0.02,0.012,0.013,-0.008,0.032,4.3,-0.85,2.84,-0.25,1.83,3.8
20230606,MIL,BAL,20230606MILBAL,-5,6,-0.063,-59,-0.94,0,-0.048,-0.061,-0.03,-0.013,-0.109,-1.65,-1.06,0.3,4.62,0.47,-0.22
20230607,MIL,BAL,20230607MILBAL,-4,7,-0.039,-58,-0.9,1,-0.043,-0.051,-0.035,-0.008,-0.094,-1.77,-1.1,0.91,2.07,-0.33,-0.52
20230608,MIL,BAL,20230608MILBAL,-3,8,-0.016,-50,-0.7,2,-0.029,-0.029,-0.019,0.0,-0.058,0.97,-0.75,1.52,1.04,0.9,1.59
20230609,MIL,OAK,20230609MILOAK,20,14,0.31,113,-0.14,0,-0.004,0.028,0.014,0.032,0.024,-2.56,-1.22,-8.42,-4.08,1.1,-1.37
20230610,MIL,OAK,20230610MILOAK,19,13,0.255,110,-0.22,-1,0.001,0.059,0.005,0.058,0.06,-6.62,-1.45,-2.01,2.54,-0.21,-1.54
20230611,MIL,OAK,20230611MILOAK,18,12,0.206,109,-0.17,-2,-0.015,0.01,0.004,0.025,-0.005,-3.11,-0.75,0.58,2.49,-0.5,-1.41
20230616,MIL,PIT,20230616MILPIT,15,9,-0.018,115,-0.63,0,-0.001,0.035,0.011,0.036,0.034,-0.16,-0.59,-1.71,-3.26,-0.61,-0.55
20230617,MIL,PIT,20230617MILPIT,16,10,0.021,116,-0.57,1,-0.011,0.018,0.004,0.029,0.007,1.95,-0.61,-0.71,-9.14,0.88,3.09
20230618,MIL,PIT,20230618MILPIT,17,11,0.057,121,-0.31,2,-0.012,-0.016,0.011,-0.004,-0.028,-3.81,-1.87,-3.48,3.5,0.42,-1.21
20230619,MIL,ARI,20230619MILARI,-4,13,-0.034,-46,-0.54,-1,-0.048,-0.07,-0.02,-0.022,-0.118,-0.04,-0.83,-1.01,-1.16,-0.07,-0.07
20230620,MIL,ARI,20230620MILARI,-5,12,-0.053,-54,-0.67,-2,-0.038,-0.083,-0.018,-0.045,-0.121,-1.68,-1.23,0.67,3.68,0.46,0.23
20230621,MIL,ARI,20230621MILARI,-4,13,-0.033,-52,-0.63,-1,-0.042,-0.041,-0.027,0.001,-0.083,0.19,-0.68,-0.04,-3.5,0.73,1.9
20230703,MIL,CHN,20230703MILCHN,6,19,0.115,-27,-0.4,1,-0.039,-0.017,-0.033,0.022,-0.056,-3.04,-0.98,-0.13,-1.13,-0.66,-0.64
20230704,MIL,CHN,20230704MILCHN,7,20,0.13,-25,-0.36,2,-0.035,-0.035,-0.03,0.0,-0.07,-0.53,-0.95,-0.06,-0.79,0.6,1.02
20230705,MIL,CHN,20230705MILCHN,6,19,0.11,-26,-0.37,1,-0.025,-0.005,-0.02,0.02,-0.03,0.76,-0.59,0.85,-2.96,0.67,1.77
20230706,MIL,CHN,20230706MILCHN,5,18,0.092,-27,-0.38,0,-0.036,-0.066,-0.03,-0.03,-0.102,1.0,-0.52,0.69,3.12,0.81,0.76
20230707,MIL,CIN,20230707MILCIN,-7,8,-0.041,-104,-1.02,2,-0.049,-0.096,-0.045,-0.047,-0.145,2.76,-0.4,0.46,-2.43,0.0,0.82
20230708,MIL,CIN,20230708MILCIN,-6,9,-0.024,-100,-0.95,3,-0.044,-0.088,-0.047,-0.044,-0.132,-2.08,-1.13,0.88,1.1,-0.22,-0.23
20230709,MIL,CIN,20230709MILCIN,-7,8,-0.039,-103,-0.98,2,-0.04,-0.07,-0.036,-0.03,-0.11,0.47,-0.8,-0.55,-3.51,-0.5,-0.07
20230721,MIL,ATL,20230721MILATL,-9,12,-0.106,-139,-1.83,0,-0.058,-0.148,-0.04,-0.09,-0.206,-1.61,-1.24,-0.18,3.08,-1.32,-2.82
20230722,MIL,ATL,20230722MILATL,-10,11,-0.119,-141,-1.84,-1,-0.051,-0.147,-0.037,-0.096,-0.198,3.5,0.48,3.25,5.5,1.0,4.49
20230723,MIL,ATL,20230723MILATL,-9,12,-0.103,-140,-1.79,0,-0.042,-0.127,-0.031,-0.085,-0.169,-0.32,-0.91,-0.19,0.44,-0.25,-0.5
20230724,MIL,CIN,20230724MILCIN,-7,10,-0.005,-127,-0.95,6,-0.028,-0.06,-0.028,-0.032,-0.088,-1.25,-1.11,-0.41,2.18,0.33,-0.25
20230725,MIL,CIN,20230725MILCIN,-6,11,0.008,-126,-0.93,7,-0.03,-0.068,-0.025,-0.038,-0.098,1.46,-0.48,0.77,-0.32,-0.36,-0.04
20230726,MIL,CIN,20230726MILCIN,-7,10,-0.005,-127,-0.93,6,-0.018,-0.037,-0.016,-0.019,-0.055,0.87,-0.76,0.9,2.68,-0.08,-0.26
20230803,MIL,PIT,20230803MILPIT,27,16,0.151,179,0.18,3,0.013,0.0,0.01,-0.013,0.013,0.72,-0.69,0.31,-4.1,0.04,0.95
20230804,MIL,PIT,20230804MILPIT,28,17,0.168,192,0.4,4,0.01,-0.011,0.022,-0.021,-0.001,5.4,0.46,3.18,9.21,2.06,5.2
20230805,MIL,PIT,20230805MILPIT,27,16,0.143,188,0.28,3,0.005,0.003,0.024,-0.002,0.008,-3.01,-1.25,-0.6,3.58,-0.11,-0.99
20230806,MIL,PIT,20230806MILPIT,28,17,0.16,189,0.32,4,0.043,0.038,0.06,-0.005,0.081,-4.23,-1.14,-1.92,0.69,-1.12,-2.49
20230807,MIL,COL,20230807MILCOL,9,23,0.13,-25,-0.15,-3,0.001,-0.014,0.018,-0.015,-0.013,-2.29,-1.21,-0.64,3.69,-0.76,-1.95
20230808,MIL,COL,20230808MILCOL,10,24,0.139,-14,-0.01,-2,0.003,-0.01,0.021,-0.013,-0.007,-1.88,-1.08,-0.39,-0.68,-0.6,-0.76
20230809,MIL,COL,20230809MILCOL,9,23,0.126,-18,-0.06,-3,-0.003,0.0,0.014,0.003,-0.003,-7.42,-2.0,-3.65,2.29,-2.82,-5.99
20230822,MIL,MIN,20230822MILMIN,31,17,0.134,223,0.4,0,0.024,0.091,0.025,0.067,0.115,-0.33,-0.8,1.7,-5.48,0.32,2.16
20230823,MIL,MIN,20230823MILMIN,32,18,0.149,227,0.45,1,0.022,0.051,0.027,0.029,0.073,1.43,-0.59,0.94,-1.1,-0.37,0.16
20230825,MIL,SDN,20230825MILSDN,32,18,0.013,228,-0.83,0,-0.017,-0.053,-0.005,-0.036,-0.07,-2.1,-1.08,-4.96,1.32,1.59,0.48
20230826,MIL,SDN,20230826MILSDN,33,19,0.034,232,-0.73,1,-0.013,-0.042,0.0,-0.029,-0.055,2.57,-0.75,0.07,1.99,1.24,1.27
20230827,MIL,SDN,20230827MILSDN,34,20,0.054,233,-0.7,2,-0.011,-0.046,0.004,-0.035,-0.057,0.43,-0.83,0.64,-2.54,0.56,1.63
20230901,MIL,PHI,20230901MILPHI,33,18,0.011,253,-0.22,0,-0.016,-0.025,-0.007,-0.009,-0.041,1.09,-0.55,2.23,1.96,0.65,1.12
20230902,MIL,PHI,20230902MILPHI,34,19,0.031,255,-0.21,1,-0.012,-0.026,-0.001,-0.014,-0.038,1.12,-0.65,1.86,0.83,0.06,0.56
20230903,MIL,PHI,20230903MILPHI,35,20,0.048,257,-0.19,2,-0.019,-0.041,-0.005,-0.022,-0.06,0.33,-1.11,-0.61,-2.76,1.04,1.89
20230911,MIL,MIA,20230911MILMIA,-3,22,0.029,-10,0.35,0,-0.028,-0.027,0.002,0.001,-0.055,-0.95,-0.9,-0.57,0.86,0.32,0.26
20230912,MIL,MIA,20230912MILMIA,-2,23,0.037,2,0.47,1,-0.028,-0.036,0.0,-0.008,-0.064,-0.34,-0.89,-0.83,3.89,0.95,0.37
20230913,MIL,MIA,20230913MILMIA,-1,24,0.046,4,0.47,2,-0.027,-0.027,0.001,0.0,-0.054,0.7,-0.69,2.03,6.65,-0.44,-1.54
20230914,MIL,MIA,20230914MILMIA,-2,23,0.037,2,0.45,1,-0.044,-0.048,-0.02,-0.004,-0.092,1.99,-0.61,0.16,-3.71,-0.06,0.74
20230915,MIL,WAS,20230915MILWAS,43,28,0.122,306,-0.06,0,0.011,0.02,0.023,0.009,0.031,-1.14,-1.11,-0.93,-1.87,-0.95,-1.15
20230916,MIL,WAS,20230916MILWAS,44,29,0.138,308,-0.02,1,-0.018,-0.004,0.003,0.014,-0.022,-0.02,-1.03,0.73,2.17,-0.63,-1.08
20230917,MIL,WAS,20230917MILWAS,45,30,0.154,312,0.01,2,-0.011,0.022,0.02,0.033,0.011,-4.08,-1.34,-3.06,4.17,-1.7,-4.19
20230926,MIL,SLN,20230926MILSLN,37,21,0.049,267,-0.32,1,0.003,-0.009,0.003,-0.012,-0.006,0.53,-0.86,0.51,2.4,-0.2,-0.61
20230927,MIL,SLN,20230927MILSLN,36,20,0.034,264,-0.33,0,-0.006,-0.058,-0.011,-0.052,-0.064,-2.15,-1.47,-3.16,-5.77,0.78,1.45
20230928,MIL,SLN,20230928MILSLN,37,21,0.049,265,-0.3,1,0.01,0.003,0.01,-0.007,0.013,-4.45,-1.64,-3.03,4.11,-0.14,-2.19
20230929,MIL,CHN,20230929MILCHN,7,36,0.083,-106,-0.72,0,-0.025,-0.039,-0.018,-0.014,-0.064,1.44,-0.8,1.44,2.47,1.25,1.8
20230930,MIL,CHN,20230930MILCHN,8,37,0.091,-105,-0.7,1,-0.018,-0.067,-0.009,-0.049,-0.085,2.67,-0.63,2.3,5.88,2.13,2.53
20231001,MIL,CHN,20231001MILCHN,7,36,0.082,-109,-0.73,0,0.008,-0.028,0.002,-0.036,-0.02,-0.57,-0.93,-0.4,-2.25,-0.47,-0.38
20230409,MIN,HOU,20230409MINHOU,3,2,0.417,-6,-0.17,2,0.046,0.008,0.029,-0.038,0.054,-5.91,-1.53,-3.98,2.96,0.0,-1.99
20230411,MIN,CHA,20230411MINCHA,2,-1,0.1,4,-0.5,-1,-0.02,-0.072,0.006,-0.052,-0.092,-8.27,-1.66,-3.38,1.78,-2.87,-5.72
20230412,MIN,CHA,20230412MINCHA,3,0,0.192,5,-0.33,0,-0.04,-0.076,-0.028,-0.036,-0.116,-2.85,-0.87,1.95,-0.3,0.0,0.12
20230422,MIN,WAS,20230422MINWAS,5,0,0.062,34,0.0,-1,-0.019,0.034,0.004,0.053,0.015,-7.65,-1.78,-4.95,6.3,-3.15,-7.45
20230423,MIN,WAS,20230423MINWAS,4,-1,-0.027,28,-0.65,-2,-0.04,-0.029,-0.032,0.011,-0.069,-7.2,-2.0,-5.4,-5.4,-1.8,-6.3
20230426,MIN,NYA,20230426MINNYA,8,3,0.1,52,-0.03,2,-0.017,-0.003,-0.002,0.014,-0.02,1.15,-2.0,-14.31,8.31,2.08,-3.62
20230427,MIN,KCA,20230427MINKCA,9,5,0.413,38,1.54,3,0.056,0.127,0.061,0.071,0.183,-1.31,-0.9,-0.17,2.38,-0.17,-0.84
20230428,MIN,KCA,20230428MINKCA,10,6,0.441,44,1.75,4,0.042,0.1,0.064,0.058,0.142,-1.68,-0.76,0.46,5.16,-2.14,-3.71
20230429,MIN,KCA,20230429MINKCA,11,7,0.466,46,1.75,5,0.037,0.119,0.051,0.082,0.156,-4.8,-1.78,-5.9,-0.75,0.0,-2.03
20230430,MIN,KCA,20230430MINKCA,10,6,0.401,45,1.63,4,0.02,0.097,0.039,0.077,0.117,-5.81,-1.02,0.84,1.98,-1.71,-2.64
20230509,MIN,SDN,20230509MINSDN,10,3,-0.088,85,-0.25,0,0.011,0.03,-0.011,0.019,0.041,2.91,-0.63,2.05,0.76,1.33,2.43
20230510,MIN,SDN,20230510MINSDN,9,2,-0.136,80,-0.47,-1,0.002,0.011,-0.013,0.009,0.013,0.18,-1.0,-0.46,4.02,-0.33,-1.45
20230511,MIN,SDN,20230511MINSDN,10,3,-0.07,81,-0.35,0,0.025,0.119,-0.001,0.094,0.144,-0.61,-0.77,-3.4,-0.08,0.0,-1.11
20230512,MIN,CHN,20230512MINCHN,5,9,0.092,-1,-0.61,0,-0.052,-0.111,-0.065,-0.059,-0.163,-2.1,-0.65,0.79,1.39,-0.86,-1.48
20230513,MIN,CHN,20230513MINCHN,4,8,0.059,-5,-0.71,-1,-0.035,-0.001,-0.032,0.034,-0.036,-2.81,-1.28,-1.92,3.09,-1.8,-3.85
20230514,MIN,CHN,20230514MINCHN,5,9,0.087,5,-0.39,0,-0.041,-0.013,-0.039,0.028,-0.054,1.42,-0.58,0.31,1.46,0.08,-0.19
20230522,MIN,SFN,20230522MINSFN,17,8,0.135,128,-0.28,0,-0.004,-0.023,-0.008,-0.019,-0.027,-5.58,-1.04,-2.82,-6.4,0.59,1.33
20230523,MIN,SFN,20230523MINSFN,16,7,0.085,125,-0.3,-1,0.003,-0.03,-0.005,-0.033,-0.027,0.91,-0.99,1.28,2.92,0.0,-0.23
20230524,MIN,SFN,20230524MINSFN,15,6,0.04,124,-0.28,-2,0.018,-0.001,0.014,-0.019,0.017,0.64,-0.38,1.12,5.38,0.2,-0.47
20230526,MIN,TOR,20230526MINTOR,18,9,0.093,149,0.01,0,-0.038,-0.057,-0.011,-0.019,-0.095,-5.55,-1.44,-0.76,-0.88,-0.29,-0.34
20230527,MIN,TOR,20230527MINTOR,17,8,0.044,147,0.04,-1,-0.051,-0.039,-0.01,0.012,-0.09,2.54,-0.61,-1.71,4.03,0.44,-0.61
20230528,MIN,TOR,20230528MINTOR,18,9,0.083,149,-0.02,0,-0.024,-0.02,0.014,0.004,-0.044,-5.22,-1.26,0.1,-0.13,-0.47,-0.75
20230601,MIN,CLE,20230601MINCLE,10,11,0.083,118,1.49,-1,-0.009,0.056,0.012,0.065,0.047,1.48,-0.59,0.91,0.99,0.97,1.42
20230602,MIN,CLE,20230602MINCLE,11,12,0.103,119,1.46,0,0.006,0.053,0.024,0.047,0.059,-3.67,-1.42,0.86,0.32,0.67,1.18
20230603,MIN,CLE,20230603MINCLE,12,13,0.122,120,1.47,1,0.01,0.02,0.016,0.01,0.03,-0.63,-0.91,1.08,0.53,-0.68,-0.74
20230604,MIN,CLE,20230604MINCLE,11,12,0.098,118,1.41,0,-0.001,0.038,0.003,0.039,0.037,2.95,0.36,2.02,10.24,0.78,2.67
20230613,MIN,MIL,20230613MINMIL,5,12,0.007,54,0.29,0,0.005,0.006,0.022,0.001,0.011,1.4,-0.66,-0.52,1.93,0.2,-0.29
20230614,MIN,MIL,20230614MINMIL,6,13,0.026,56,0.32,1,-0.004,-0.009,0.016,-0.005,-0.013,-2.21,-1.05,-1.64,-1.31,-1.19,-2.07
20230615,MIN,DET,20230615MINDET,9,12,0.103,75,0.85,0,0.006,0.03,0.02,0.024,0.036,-3.89,-1.09,-1.22,0.67,-1.22,-2.37
20230616,MIN,DET,20230616MINDET,8,11,0.083,71,0.76,-1,-0.013,0.037,0.012,0.05,0.024,-0.56,-0.77,-1.1,-0.27,0.26,0.12
20230617,MIN,DET,20230617MINDET,7,10,0.064,65,0.64,-2,0.006,0.034,0.019,0.028,0.04,-2.12,-1.11,-1.15,2.79,-0.59,-1.57
20230618,MIN,DET,20230618MINDET,8,11,0.081,67,0.67,-1,-0.008,0.031,0.01,0.039,0.023,0.05,-0.68,-1.09,-2.33,1.14,1.89
20230619,MIN,BOS,20230619MINBOS,2,11,0.008,-40,-0.91,-1,-0.051,-0.088,-0.027,-0.037,-0.139,1.21,-0.78,-0.12,-2.4,0.1,0.8
20230620,MIN,BOS,20230620MINBOS,1,10,-0.009,-46,-0.99,-2,-0.05,-0.05,-0.027,0.0,-0.1,-1.89,-0.84,-0.09,-1.24,-0.33,-0.18
20230621,MIN,BOS,20230621MINBOS,0,9,-0.025,-52,-1.06,-3,-0.059,-0.054,-0.04,0.005,-0.113,-1.82,-0.74,1.6,2.22,-0.52,-0.83
20230622,MIN,BOS,20230622MINBOS,1,10,-0.008,-51,-1.04,-2,-0.057,-0.077,-0.047,-0.02,-0.134,-0.36,-1.0,-2.74,1.42,0.88,-0.17
20230703,MIN,KCA,20230703MINKCA,21,19,0.261,60,0.5,5,-0.017,-0.017,-0.008,-0.0,-0.034,0.63,-0.56,-3.6,1.76,0.56,-0.74
20230704,MIN,KCA,20230704MINKCA,22,20,0.27,64,0.55,6,-0.016,-0.016,0.001,-0.0,-0.032,1.28,-0.79,1.18,2.93,-0.45,-0.98
20230705,MIN,KCA,20230705MINKCA,23,21,0.28,70,0.62,7,-0.006,0.041,0.024,0.047,0.035,-6.7,-2.11,-6.17,0.18,-3.49,-6.97
20230707,MIN,BAL,20230707MINBAL,3,14,-0.05,19,-0.5,1,-0.019,-0.045,-0.011,-0.026,-0.064,-3.78,-1.31,-1.96,0.65,-0.62,-1.76
20230708,MIN,BAL,20230708MINBAL,2,13,-0.063,17,-0.52,0,-0.047,-0.041,-0.035,0.006,-0.088,-0.45,-0.44,1.83,0.53,-1.32,-1.41
20230709,MIN,BAL,20230709MINBAL,1,12,-0.076,13,-0.56,-1,-0.046,-0.047,-0.032,-0.001,-0.093,-2.48,-1.22,-1.55,3.16,0.54,-0.53
20230721,MIN,CHA,20230721MINCHA,5,12,0.038,13,-0.06,0,-0.015,0.004,0.016,0.019,-0.011,-2.18,-1.07,-1.52,-0.21,-0.73,-1.62
20230722,MIN,CHA,20230722MINCHA,6,13,0.05,18,0.01,1,-0.021,-0.016,0.007,0.005,-0.037,-1.08,-0.88,-0.23,-1.76,-0.72,-0.85
20230723,MIN,CHA,20230723MINCHA,7,14,0.062,19,0.03,2,-0.016,0.006,0.022,0.022,-0.01,-0.55,-0.73,-0.73,-1.28,-0.39,-0.53
20230724,MIN,SEA,20230724MINSEA,32,17,0.044,232,-0.83,0,-0.026,-0.015,-0.005,0.011,-0.041,1.43,-0.75,0.3,0.55,-0.79,-1.28
20230725,MIN,SEA,20230725MINSEA,33,18,0.067,233,-0.76,1,-0.008,0.028,0.009,0.036,0.02,1.93,-0.71,1.47,5.14,0.37,0.03
20230726,MIN,SEA,20230726MINSEA,32,17,0.042,231,-0.88,0,-0.013,-0.013,0.009,0.0,-0.026,0.9,-0.61,-0.42,5.2,1.02,0.24
20230804,MIN,ARI,20230804MINARI,3,16,-0.019,15,-0.3,0,-0.029,-0.045,-0.023,-0.016,-0.074,-0.15,-0.81,-2.25,-1.32,0.15,-0.13
20230805,MIN,ARI,20230805MINARI,4,17,-0.007,16,-0.28,1,-0.023,-0.03,-0.014,-0.007,-0.053,-1.58,-1.1,-0.15,4.53,-0.51,-1.83
20230806,MIN,ARI,20230806MINARI,5,18,0.005,27,-0.16,2,-0.012,-0.04,-0.001,-0.028,-0.052,-2.75,-0.93,-1.46,-10.02,-0.89,-2.67
20230815,MIN,DET,20230815MINDET,6,15,0.048,47,0.36,-3,-0.027,0.025,-0.011,0.052,-0.002,-2.92,-0.77,-1.36,-0.02,-0.56,-1.11
20230816,MIN,DET,20230816MINDET,7,16,0.057,49,0.38,-2,-0.014,0.007,0.005,0.021,-0.007,-0.98,-0.76,-0.51,0.87,-0.2,-0.6
20230818,MIN,PIT,20230818MINPIT,35,19,0.11,285,0.41,0,0.019,0.004,0.023,-0.015,0.023,-3.14,-1.11,0.95,4.41,-2.5,-4.13
20230819,MIN,PIT,20230819MINPIT,36,20,0.125,289,0.5,1,0.027,0.053,0.034,0.026,0.08,-1.74,-0.9,-0.21,-1.58,-0.88,-1.19
20230820,MIN,PIT,20230820MINPIT,35,19,0.105,286,0.42,0,0.02,0.041,0.028,0.021,0.061,-1.88,-0.01,3.6,-15.96,-1.23,2.15
20230824,MIN,TEX,20230824MINTEX,36,20,0.0,259,-1.82,0,-0.044,-0.056,-0.049,-0.012,-0.1,1.2,-0.61,-0.42,4.94,-0.67,-2.59
20230825,MIN,TEX,20230825MINTEX,37,21,0.02,261,-1.75,1,-0.031,-0.003,-0.02,0.028,-0.034,0.92,-0.67,0.47,1.7,0.3,0.24
20230826,MIN,TEX,20230826MINTEX,38,22,0.038,271,-1.56,2,-0.036,-0.022,-0.026,0.014,-0.058,-1.19,-0.92,-0.41,1.02,-1.21,-2.05
20230827,MIN,TEX,20230827MINTEX,37,21,0.019,267,-1.58,1,-0.032,-0.028,-0.038,0.004,-0.06,-0.45,-0.86,-1.0,0.7,0.28,-0.01
20230828,MIN,CLE,20230828MINCLE,6,24,0.019,118,0.82,-1,0.005,0.062,0.017,0.057,0.067,0.83,-0.91,-0.35,3.61,0.77,0.23
20230829,MIN,CLE,20230829MINCLE,7,25,0.029,122,0.85,0,-0.011,0.041,0.006,0.052,0.03,0.13,-0.91,-1.33,2.12,0.1,-0.74
20230830,MIN,CLE,20230830MINCLE,6,24,0.019,120,0.82,-1,0.004,0.076,0.029,0.072,0.08,0.53,-0.76,-0.14,-0.51,-0.38,-0.61
20230908,MIN,NYN,20230908MINNYN,44,26,0.183,350,0.48,0,-0.002,-0.012,0.0,-0.01,-0.014,-3.63,-1.11,-1.42,-8.38,-0.56,0.59
20230909,MIN,NYN,20230909MINNYN,45,27,0.195,353,0.53,1,0.011,0.022,0.006,0.011,0.033,-2.16,-1.48,-2.34,0.76,-0.72,-1.9
20230910,MIN,NYN,20230910MINNYN,46,28,0.206,357,0.56,2,0.002,-0.02,0.009,-0.022,-0.018,-4.0,-1.85,-2.38,1.77,-1.69,-3.5
